title,type,release_year,genres,platform,content_rating,imdb_rating,imdb_votes,country,tconst
No Escape Room,Movie,2018,Horror Movies,Netflix,TV-14,,,,
Sisyphus,TV Show,2021,International TV Shows | TV Action & Adventure | TV Dramas,Netflix,TV-14,6.5,59.0,,tt12477912
Thus Spoke Kishibe Rohan,TV Show,2021,Anime Series | International TV Shows,Netflix,TV-MA,7.4,317.0,JP,tt13280486
Amend: The Fight for America,TV Show,2021,Docuseries,Netflix,TV-MA,7.9,1663.0,ZA,tt13972246
Behind Her Eyes,TV Show,2021,British TV Shows | International TV Shows | TV Dramas,Netflix,TV-MA,7.2,88759.0,ID,tt9698442
MeatEater,TV Show,2021,Docuseries | Reality TV | Science & Nature TV,Netflix,TV-14,,,,
The Most Unknown,Movie,2018,Documentaries,Netflix,TV-PG,6.5,2240.0,BR,tt8126390
Animals on the Loose: A You vs. Wild Movie,Movie,2021,Children & Family Movies,Netflix,TV-PG,,,,
Awara Paagal Deewana,Movie,2002,Action & Adventure | Comedies | Dramas,Netflix,TV-14,6.3,9861.0,CA,tt0319020
Good Girls,TV Show,2020,Crime TV Shows | TV Comedies | TV Dramas,Netflix,TV-MA,,,,
The Resurrection of Gavin Stone,Movie,2017,Children & Family Movies | Comedies | Dramas,Netflix,PG,6.3,2660.0,AU,tt4902904
Booba,TV Show,2021,Kids' TV | TV Comedies,Netflix,TV-Y7,,,,
"My Teacher, My Obsession",Movie,2018,Thrillers,Netflix,TV-14,,,,
The Crew,TV Show,2021,TV Comedies,Netflix,TV-14,6.5,6796.0,,tt10971022
Namaste Wahala,Movie,2021,Comedies | Dramas | International Movies,Netflix,TV-14,4.9,1670.0,SE,tt12423052
Monsoon,Movie,2020,Dramas | Independent Movies | LGBTQ Movies,Netflix,TV-MA,6.0,2521.0,CA,tt8090564
Buried by the Bernards,TV Show,2021,Reality TV,Netflix,TV-14,7.1,387.0,IN,tt13848380
Chappelle's Show,TV Show,2005,TV Comedies,Netflix,TV-MA,,,,
Hate by Dani Rovira,Movie,2021,Stand-Up Comedy,Netflix,TV-MA,,,,
Mundina Nildana,Movie,2019,Dramas | International Movies | Romantic Movies,Netflix,TV-MA,6.3,412.0,IN,tt10882938
Nadiya Bakes,TV Show,2021,British TV Shows | International TV Shows | Reality TV,Netflix,TV-G,7.2,330.0,IN,tt11714872
To All The Boys: Always And Forever,Movie,2021,Comedies | Romantic Movies,Netflix,TV-14,6.3,38030.0,ID,tt10676012
Xico's Journey,Movie,2021,Children & Family Movies,Netflix,TV-Y7,5.2,685.0,ES,tt12481806
Capitani,TV Show,2019,Crime TV Shows | International TV Shows | TV Dramas,Netflix,TV-MA,6.6,6836.0,SG,tt10483610
El Chema,TV Show,2016,Crime TV Shows | Spanish-Language TV Shows | TV Action & Adventure,Netflix,TV-MA,6.9,392.0,EC,tt5730624
Growing up and other problems,Movie,2018,Comedies | Dramas | International Movies,Netflix,TV-14,4.3,653.0,ES,tt7313518
Layla Majnun,Movie,2020,Dramas | International Movies | Romantic Movies,Netflix,TV-14,6.1,341.0,ID,tt11313944
Middle of Nowhere,Movie,2012,Dramas | Independent Movies | Romantic Movies,Netflix,R,6.6,2084.0,GB,tt1211890
Red Dot,Movie,2021,International Movies | Thrillers,Netflix,TV-MA,5.5,15598.0,NL,tt11307814
Squared Love,Movie,2021,Comedies | International Movies | Romantic Movies,Netflix,TV-14,5.1,4047.0,CA,tt13846542
This Is the Life,Movie,2008,Documentaries | Music & Musicals,Netflix,TV-MA,6.9,316.0,US,tt1178658
Crime Scene: The Vanishing at the Cecil Hotel,TV Show,2021,Crime TV Shows | Docuseries,Netflix,TV-MA,6.0,21259.0,IN,tt13837672
The Misadventures of Hedi and Cokeman,Movie,2021,Comedies | International Movies,Netflix,TV-MA,4.5,826.0,FR,tt13669344
The World We Make,Movie,2019,Dramas | Romantic Movies,Netflix,PG,5.5,820.0,AU,tt7643622
Five Came Back: The Reference Films,TV Show,1945,TV Shows,Netflix,TV-MA,,,,
ICarly,TV Show,2008,Kids' TV | TV Comedies,Netflix,TV-G,6.8,48649.0,AU,tt0972534
War Dogs,Movie,2016,Comedies | Dramas,Netflix,R,7.1,287748.0,ZA,tt2005151
Monster Run,Movie,2020,Action & Adventure | International Movies,Netflix,TV-14,5.1,600.0,CA,tt10097484
The Sinner,TV Show,2020,Crime TV Shows | TV Dramas | TV Mysteries,Netflix,TV-MA,,,,
Blanche Gardin: I talk to myself,Movie,2017,Stand-Up Comedy,Netflix,TV-MA,,,,
Doob: No Bed of Roses,Movie,2017,Dramas | Independent Movies | International Movies,Netflix,TV-PG,6.1,2184.0,GB,tt5513920
Hache,TV Show,2021,Crime TV Shows | International TV Shows | Spanish-Language TV Shows,Netflix,TV-MA,,,,
Invisible City,TV Show,2021,Crime TV Shows | International TV Shows | TV Dramas,Netflix,TV-MA,7.2,7974.0,PH,tt8878862
Little Big Women,Movie,2020,Dramas | International Movies,Netflix,TV-14,7.2,2890.0,AR,tt12397078
Malcolm & Marie,Movie,2021,Dramas | Independent Movies,Netflix,R,6.6,42894.0,AU,tt12676326
Space Sweepers,Movie,2021,Action & Adventure | Dramas | International Movies,Netflix,TV-MA,6.5,30585.0,KR,tt12838766
"Strip Down, Rise Up",Movie,2021,Documentaries,Netflix,R,5.5,759.0,US,tt13787118
The Last Paradiso,Movie,2020,Dramas | International Movies | Romantic Movies,Netflix,TV-MA,,,,
The Yin-Yang Master: Dream Of Eternity,Movie,2021,Action & Adventure | International Movies,Netflix,TV-14,6.4,5699.0,CN,tt11454718
All My Friends Are Dead,Movie,2020,Comedies | Dramas | International Movies,Netflix,TV-MA,5.9,8120.0,PL,tt13723064
Black Beach,Movie,2020,Action & Adventure | International Movies,Netflix,TV-MA,5.6,1870.0,AU,tt9660688
Firefly Lane,TV Show,2021,Romantic TV Shows | TV Dramas,Netflix,TV-MA,7.7,39822.0,IN,tt9012876
"Pablo Escobar, el patrón del mal",TV Show,2012,Crime TV Shows | International TV Shows | Spanish-Language TV Shows,Netflix,TV-MA,8.4,6693.0,CA,tt2187850
Power Rangers Ninja Steel,TV Show,2018,Kids' TV,Netflix,TV-Y7,5.7,1406.0,US,tt5335606
"Our Lady of San Juan, Four Centuries of Miracles",Movie,2020,Dramas | Faith & Spirituality | International Movies,Netflix,TV-PG,6.4,113.0,ES,tt10038660
Tiffany Haddish Presents: They Ready,TV Show,2021,Stand-Up Comedy & Talk Shows | TV Comedies,Netflix,TV-MA,,,,
Beverly Hills Ninja,Movie,1997,Action & Adventure | Comedies,Netflix,PG-13,5.6,45995.0,IL,tt0118708
Heartland,TV Show,2019,TV Dramas,Netflix,TV-14,,,,
Love Daily,TV Show,2018,Romantic TV Shows | Teen TV Shows,Netflix,TV-14,6.1,206.0,SG,tt7975182
My Dead Ex,TV Show,2018,TV Comedies | Teen TV Shows,Netflix,TV-14,7.3,670.0,IN,tt7428106
Rocks,Movie,2019,Dramas,Netflix,TV-MA,7.4,5828.0,DE,tt9067182
Shutter Island,Movie,2010,Thrillers,Netflix,R,8.2,1593278.0,TH,tt1130884
The Bank Job,Movie,2008,Dramas | International Movies | Thrillers,Netflix,R,7.2,195432.0,AE,tt0200465
The House Arrest of Us,TV Show,2020,International TV Shows | Romantic TV Shows | TV Comedies,Netflix,TV-MA,5.3,205.0,PH,tt13280838
The Unsettling,TV Show,2019,TV Horror | Teen TV Shows,Netflix,TV-14,5.3,868.0,ZA,tt8680902
Total Drama,TV Show,2015,Kids' TV | TV Comedies,Netflix,TV-PG,,,,
Zac and Mia,TV Show,2019,Romantic TV Shows | TV Dramas | Teen TV Shows,Netflix,TV-14,,,,
Zathura,Movie,2005,Children & Family Movies | Sci-Fi & Fantasy,Netflix,PG,6.3,123504.0,IN,tt0406375
Zig & Sharko,TV Show,2019,Kids' TV | TV Comedies,Netflix,TV-Y7,,,,
Fatima,Movie,2020,Dramas | Faith & Spirituality,Netflix,PG-13,6.6,4522.0,DE,tt2197936
Hell Fest,Movie,2018,Horror Movies,Netflix,R,5.5,21195.0,CA,tt1999890
Below Zero,Movie,2021,Action & Adventure | International Movies,Netflix,TV-MA,6.2,22525.0,MX,tt9845564
Finding ‘Ohana,Movie,2021,Children & Family Movies | Comedies,Netflix,PG,6.1,12429.0,NL,tt10332588
The Dig,Movie,2021,Dramas | International Movies,Netflix,PG-13,7.1,87724.0,CA,tt3661210
We Are: The Brooklyn Saints,TV Show,2021,Docuseries,Netflix,TV-14,6.5,190.0,IN,tt13656220
June & Kopi,Movie,2021,Children & Family Movies | Dramas | International Movies,Netflix,TV-PG,6.4,704.0,PH,tt13728764
50M2,TV Show,2021,International TV Shows | TV Dramas | TV Thrillers,Netflix,TV-MA,6.8,6681.0,IT,tt11617848
Accomplice,Movie,2021,Documentaries | International Movies | Sports Movies,Netflix,TV-14,7.2,429.0,AR,tt13947978
BONDING,TV Show,2021,TV Comedies | TV Dramas,Netflix,TV-MA,,,,
Kilometers and Kilometers,Movie,2020,Comedies | Dramas | Independent Movies,Netflix,TV-MA,6.4,1939.0,IN,tt7268736
Outlander,TV Show,2018,Romantic TV Shows | TV Action & Adventure | TV Dramas,Netflix,TV-MA,,,,
Penguin Bloom,Movie,2021,Children & Family Movies | Dramas,Netflix,TV-14,6.8,13353.0,AU,tt6317656
Black Rose,Movie,2018,Dramas | International Movies,Netflix,TV-14,7.5,74.0,GB,tt10549360
Go Dog Go,TV Show,2021,Kids' TV,Netflix,TV-Y,7.0,336.0,IN,tt10687202
Hire a Woman,Movie,2019,Comedies | International Movies | Romantic Movies,Netflix,TV-14,6.9,44.0,GB,tt10279104
She Is,Movie,2019,Dramas | International Movies | Romantic Movies,Netflix,TV-PG,7.0,14.0,NG,tt14605914
Blown Away,TV Show,2021,International TV Shows | Reality TV,Netflix,TV-14,,,,
Busted!,TV Show,2021,Crime TV Shows | International TV Shows | Korean TV Shows,Netflix,TV-14,,,,
Demon Slayer: Kimetsu no Yaiba,TV Show,2019,Anime Series | International TV Shows,Netflix,TV-14,8.6,207947.0,SG,tt9335498
So My Grandma’s a Lesbian!,Movie,2020,Comedies | International Movies | LGBTQ Movies,Netflix,TV-MA,4.5,1460.0,ES,tt9695258
The Next Three Days,Movie,2010,Dramas | Thrillers,Netflix,PG-13,7.3,213536.0,HK,tt1458175
The White Tiger,Movie,2021,Dramas,Netflix,R,7.1,68513.0,CA,tt6571548
Friendsgiving,Movie,2020,Comedies,Netflix,R,4.5,4046.0,JP,tt8431078
The Shadow of Violence,Movie,2020,Dramas,Netflix,R,,,,
Cut Throat City,Movie,2020,Dramas,Netflix,R,4.9,3348.0,,tt3547306
Daughter From Another Mother,TV Show,2021,International TV Shows | Spanish-Language TV Shows | TV Comedies,Netflix,TV-MA,7.2,2648.0,AR,tt11937732
Sightless,Movie,2020,Thrillers,Netflix,TV-14,5.5,10993.0,CA,tt10303430
Spycraft,TV Show,2021,Docuseries | Science & Nature TV,Netflix,TV-MA,6.7,2654.0,GB,tt13789092
Hello Ninja,TV Show,2021,Kids' TV,Netflix,TV-Y,,,,
Homefront,Movie,2013,Action & Adventure,Netflix,R,6.5,139331.0,AU,tt2312718
A Monster Calls,Movie,2016,Dramas | Sci-Fi & Fantasy,Netflix,PG-13,7.4,97717.0,CA,tt3416532
Death of Me,Movie,2020,Horror Movies,Netflix,R,4.4,7880.0,GB,tt1830643
Radium Girls,Movie,2018,Dramas | Independent Movies,Netflix,TV-14,6.3,2610.0,IN,tt6317180
Bling Empire,TV Show,2021,Reality TV,Netflix,TV-MA,5.8,3865.0,ZA,tt13660962
Carmen Sandiego,TV Show,2021,Kids' TV | TV Thrillers,Netflix,TV-Y7,,,,
Disenchantment,TV Show,2021,TV Action & Adventure | TV Comedies | TV Sci-Fi & Fantasy,Netflix,TV-14,,,,
Double Dad,Movie,2020,Children & Family Movies | Comedies | Dramas,Netflix,TV-G,5.7,1627.0,PT,tt11821818
Henry Danger,TV Show,2016,Kids' TV | TV Comedies,Netflix,TV-G,,,,
Outside the Wire,Movie,2021,Action & Adventure,Netflix,R,5.4,47679.0,ID,tt10451914
Penguins of Madagascar: The Movie,Movie,2014,Children & Family Movies | Comedies,Netflix,PG,6.6,112021.0,IN,tt1911658
Pinkfong & Baby Shark's Space Adventure,Movie,2019,Children & Family Movies,Netflix,TV-Y,4.6,154.0,PH,tt11727004
The Magicians,TV Show,2020,TV Dramas | TV Sci-Fi & Fantasy,Netflix,TV-MA,,,,
The Vanished,Movie,2020,Thrillers,Netflix,R,5.7,12945.0,IL,tt9794630
Tribhanga - Tedhi Medhi Crazy,Movie,2021,Dramas | International Movies,Netflix,TV-MA,6.3,4685.0,US,tt11102314
What Would Sophia Loren Do?,Movie,2021,Documentaries,Netflix,TV-14,,,,
Wish You,Movie,2021,Dramas | International Movies | LGBTQ Movies,Netflix,TV-PG,6.4,1391.0,TR,tt13866142
Tanda Tanya,Movie,2011,Dramas | International Movies,Netflix,TV-MA,7.0,312.0,ID,tt1979169
The Heartbreak Club,Movie,2020,Comedies | Dramas | International Movies,Netflix,TV-14,6.3,238.0,ID,tt11841144
An Imperfect Murder,Movie,2017,Dramas | Thrillers,Netflix,R,2.9,2223.0,PH,tt6469960
Night Stalker: The Hunt for a Serial Killer,TV Show,2021,Crime TV Shows | Docuseries,Netflix,TV-MA,7.5,33144.0,CA,tt13651632
Al acecho,Movie,2019,International Movies | Thrillers,Netflix,TV-MA,5.0,396.0,AR,tt11287390
Chris Rock Total Blackout: The Tamborine Extended Cut,Movie,2021,Stand-Up Comedy,Netflix,TV-MA,,,,
Last Tango in Halifax,TV Show,2020,British TV Shows | Romantic TV Shows | TV Dramas,Netflix,TV-MA,,,,
"Crack: Cocaine, Corruption & Conspiracy",Movie,2021,Documentaries,Netflix,TV-MA,6.7,4087.0,IT,tt13649700
The Intouchables,Movie,2011,Comedies | Dramas | International Movies,Netflix,R,8.5,1000081.0,NL,tt1675434
Apaharan,Movie,2005,Dramas | International Movies,Netflix,TV-14,7.4,5511.0,GB,tt0451631
BluffMaster!,Movie,2005,Comedies | International Movies | Romantic Movies,Netflix,TV-14,6.6,6976.0,US,tt0476527
Charming,Movie,2021,Children & Family Movies | Comedies,Netflix,TV-Y7,,,,
Creating The Queen's Gambit,Movie,2021,Documentaries,Netflix,TV-14,,,,
Gangaajal,Movie,2003,Dramas | International Movies,Netflix,TV-MA,7.8,18909.0,AE,tt0373856
Inside the World’s Toughest Prisons,TV Show,2021,British TV Shows | Crime TV Shows | Docuseries,Netflix,TV-MA,,,,
Is Love Enough? Sir,Movie,2018,Dramas | Independent Movies | International Movies,Netflix,TV-MA,7.7,9373.0,SE,tt7142506
Mighty Little Bheem: Kite Festival,TV Show,2021,Kids' TV | TV Comedies,Netflix,TV-Y,6.7,34.0,IN,tt13711094
Pretend It’s a City,TV Show,2021,Docuseries,Netflix,TV-14,8.0,8987.0,KR,tt13660958
Stuck Apart,Movie,2021,Comedies | Dramas | International Movies,Netflix,TV-MA,6.0,11761.0,CA,tt11213372
The Idhun Chronicles,TV Show,2021,Anime Series | International TV Shows | Spanish-Language TV Shows,Netflix,TV-14,5.5,702.0,BR,tt9731266
100% Halal,Movie,2020,Dramas | International Movies,Netflix,TV-14,6.4,91.0,GB,tt11799742
Leap!,Movie,2016,Children & Family Movies | Comedies,Netflix,PG,6.8,26188.0,EG,tt2261287
Pieces of a Woman,Movie,2020,Dramas,Netflix,R,7.0,59214.0,HU,tt11161474
Ratones Paranoicos: The Band that Rocked Argentina,Movie,2021,Documentaries | International Movies | Music & Musicals,Netflix,TV-MA,,,,
Surviving Death,TV Show,2021,Docuseries | Reality TV,Netflix,TV-MA,6.2,2538.0,SG,tt13649692
Tony Parker: The Final Shot,Movie,2020,Documentaries | International Movies | Sports Movies,Netflix,TV-14,6.8,1683.0,FR,tt13696668
History of Swear Words,TV Show,2021,Docuseries | TV Comedies,Netflix,TV-MA,6.4,5758.0,SG,tt13617060
Nailed It! Mexico,TV Show,2021,International TV Shows | Reality TV | Spanish-Language TV Shows,Netflix,TV-PG,,,,
Hello Brother,Movie,1999,Action & Adventure | Comedies | International Movies,Netflix,TV-14,4.7,5082.0,IN,tt0233856
Korean Pork Belly Rhapsody,TV Show,2020,Docuseries | International TV Shows,Netflix,TV-G,7.5,125.0,DE,tt14017966
QB1: Beyond the Lights,TV Show,2019,Docuseries,Netflix,TV-14,,,,
Playing for Keeps,Movie,2012,Comedies | Romantic Movies | Sports Movies,Netflix,PG-13,5.7,32075.0,US,tt1540128
Asphalt Burning,Movie,2020,Action & Adventure | Comedies | International Movies,Netflix,TV-14,5.2,3007.0,NO,tt6527456
Bad Grandpa .5,Movie,2014,Comedies,Netflix,TV-MA,,,,
Case 39,Movie,2009,Horror Movies | Thrillers,Netflix,R,6.2,98154.0,ZA,tt0795351
Cobra Kai,TV Show,2021,TV Action & Adventure | TV Comedies | TV Dramas,Netflix,TV-14,,,,
Dream Home Makeover,TV Show,2021,Reality TV,Netflix,TV-G,5.8,1663.0,KR,tt13161310
Eddie Murphy: Raw,Movie,1987,Stand-Up Comedy,Netflix,R,7.6,21510.0,AU,tt0092948
Full Out 2: You Got This!,Movie,2020,Children & Family Movies | Dramas | Sports Movies,Netflix,TV-Y,,,,
Gimme Shelter,Movie,2013,Dramas | Independent Movies,Netflix,PG-13,6.4,9742.0,US,tt1657510
Good Burger,Movie,1997,Children & Family Movies | Comedies,Netflix,PG,5.8,35549.0,GR,tt0119215
Good Hair,Movie,2009,Documentaries,Netflix,PG-13,6.9,6341.0,AU,tt1213585
Headspace Guide to Meditation,TV Show,2021,Docuseries | Science & Nature TV,Netflix,TV-G,8.4,2005.0,NL,tt13617024
Into the Wild,Movie,2007,Action & Adventure | Dramas | Independent Movies,Netflix,R,8.0,688776.0,ZA,tt0758758
Jenni Rivera: Mariposa de Barrio,TV Show,2017,Spanish-Language TV Shows | TV Dramas,Netflix,TV-MA,7.5,318.0,MX,tt6834120
London Heist,Movie,2017,Action & Adventure,Netflix,R,5.1,1413.0,GB,tt1024855
Mean Girls 2,Movie,2011,Comedies,Netflix,PG-13,,,,
Monarca,TV Show,2021,International TV Shows | Spanish-Language TV Shows | TV Dramas,Netflix,TV-MA,,,,
Mystic Pizza,Movie,1988,Comedies | Dramas | Independent Movies,Netflix,R,6.4,36343.0,GB,tt0095690
Running Man,TV Show,2020,Kids' TV | TV Comedies,Netflix,TV-Y7,,,,
The Cat in the Hat Knows a Lot About That!,TV Show,2014,Kids' TV,Netflix,TV-Y,,,,
The Creative Brain,Movie,2019,Documentaries,Netflix,TV-14,6.3,994.0,ES,tt10338308
The Haunted Hathaways,TV Show,2013,Kids' TV | TV Comedies | TV Sci-Fi & Fantasy,Netflix,TV-G,5.3,3218.0,PH,tt2535732
The Minimalists: Less Is Now,Movie,2021,Documentaries,Netflix,TV-14,5.9,5504.0,IN,tt13583144
Unknown,Movie,2011,Action & Adventure | Thrillers,Netflix,PG-13,6.8,274944.0,IN,tt1401152
What Happened to Mr. Cha?,Movie,2021,Comedies | International Movies,Netflix,TV-MA,4.4,421.0,ES,tt13667212
What's Eating Gilbert Grape,Movie,1993,Classic Movies | Dramas | Independent Movies,Netflix,PG-13,7.7,265577.0,ID,tt0108550
Alaska Is a Drag,Movie,2017,Dramas | LGBTQ Movies,Netflix,TV-MA,6.6,586.0,GB,tt4341390
Best of Stand-Up 2020,Movie,2020,Stand-Up Comedy,Netflix,TV-MA,,,,
Bobby Jasoos,Movie,2014,Comedies | Dramas | International Movies,Netflix,TV-14,5.5,2517.0,US,tt3359290
Chilling Adventures of Sabrina,TV Show,2020,TV Horror | TV Mysteries | TV Sci-Fi & Fantasy,Netflix,TV-14,,,,
Tarung Sarung,Movie,2020,Action & Adventure | Dramas | Faith & Spirituality,Netflix,TV-PG,5.9,266.0,AU,tt11749980
Too Handsome to Handle,Movie,2019,Comedies | Dramas | International Movies,Netflix,TV-14,6.5,942.0,CA,tt9543488
Best Leftovers Ever!,TV Show,2020,Reality TV,Netflix,TV-G,5.7,691.0,US,tt13563634
Dare Me,TV Show,2019,Crime TV Shows | TV Dramas | TV Thrillers,Netflix,TV-MA,6.7,6929.0,ZA,tt2983222
Equinox,TV Show,2020,International TV Shows | TV Mysteries | TV Thrillers,Netflix,TV-MA,6.1,8576.0,TH,tt10973800
SanPa: Sins of the Savior,TV Show,2020,Crime TV Shows | Docuseries | International TV Shows,Netflix,TV-MA,7.7,1812.0,IN,tt13731400
Still Game,TV Show,2018,British TV Shows | Classic & Cult TV | International TV Shows,Netflix,TV-14,,,,
The Rope Curse 2,Movie,2020,Horror Movies | International Movies,Netflix,TV-MA,4.8,601.0,FR,tt13212006
Transformers: War for Cybertron: Earthrise,TV Show,2020,Anime Series,Netflix,TV-Y7,7.2,4555.0,ID,tt9789660
A Love So Beautiful,TV Show,2020,International TV Shows | Romantic TV Shows | TV Comedies,Netflix,TV-PG,7.2,2251.0,,tt13642264
Cops and Robbers,Movie,2020,Dramas,Netflix,PG-13,,,,
Rango,Movie,2011,Children & Family Movies | Comedies,Netflix,PG,7.3,312078.0,SI,tt1192628
Death to 2020,Movie,2020,Comedies,Netflix,TV-MA,,,,
Sakho & Mangane,TV Show,2019,Crime TV Shows | International TV Shows | TV Dramas,Netflix,TV-MA,6.6,175.0,IT,tt9391692
DNA,Movie,2020,Dramas | International Movies,Netflix,TV-MA,5.9,1480.0,FR,tt7600716
Regiment Diaries,TV Show,2020,Docuseries | International TV Shows,Netflix,TV-PG,,,,
The Magic School Bus Rides Again In the Zone,Movie,2020,Children & Family Movies,Netflix,TV-Y,,,,
AK vs AK,Movie,2020,Comedies | Dramas | International Movies,Netflix,TV-MA,6.9,15704.0,IN,tt11651796
Bridgerton,TV Show,2020,Romantic TV Shows | TV Dramas,Netflix,TV-MA,7.4,210568.0,GB,tt8740790
Isa Pa with Feelings,Movie,2019,International Movies | Romantic Movies,Netflix,TV-G,7.8,519.0,PH,tt10555482
We Can Be Heroes,Movie,2020,Children & Family Movies | Comedies,Netflix,PG,4.7,18997.0,IL,tt10600398
Bridezilla,Movie,2019,Comedies | Dramas | International Movies,Netflix,TV-MA,6.1,73.0,AU,tt10589924
Cemara's Family,Movie,2018,Children & Family Movies | Dramas | International Movies,Netflix,TV-G,7.7,1126.0,ID,tt7885874
"Hello, Love, Goodbye",Movie,2019,Dramas | International Movies | Romantic Movies,Netflix,TV-14,7.3,1784.0,US,tt10156112
The History of Future Folk,Movie,2012,Action & Adventure | Comedies | Independent Movies,Netflix,TV-14,7.1,3753.0,US,tt2245195
The Midnight Sky,Movie,2020,Dramas,Netflix,PG-13,5.7,92716.0,CA,tt10539608
Your Name Engraved Herein,Movie,2020,Dramas | International Movies | LGBTQ Movies,Netflix,TV-MA,7.3,9305.0,AR,tt10329134
After We Collided,Movie,2020,Dramas | Romantic Movies,Netflix,R,5.1,42955.0,ID,tt10362466
London Hughes: To Catch a D*ck,Movie,2020,Stand-Up Comedy,Netflix,TV-MA,,,,
Lovestruck in the City,TV Show,2020,International TV Shows | Romantic TV Shows | TV Comedies,Netflix,TV-14,7.5,5314.0,FR,tt13394544
QLIMAX THE SOURCE,Movie,2020,Music & Musicals,Netflix,TV-14,7.2,341.0,NL,tt13517474
Rhyme Time Town Singalongs,TV Show,2020,Kids' TV,Netflix,TV-Y,7.2,28.0,AU,tt13530018
Shaun the Sheep,TV Show,2016,British TV Shows | Kids' TV | TV Comedies,Netflix,TV-Y,,,,
Shaun the Sheep: The Farmer’s Llamas,Movie,2020,Children & Family Movies | Comedies,Netflix,TV-Y,,,,
Timmy Time,TV Show,2010,British TV Shows | Kids' TV,Netflix,TV-Y,6.7,1613.0,US,tt1125758
"Ariana grande: excuse me, i love you",Movie,2020,Documentaries | Music & Musicals,Netflix,TV-MA,6.4,3208.0,CA,tt13615386
The Con Is On,Movie,2018,Comedies,Netflix,R,3.8,9128.0,NL,tt4685806
